id,title,owner,status,project_id,project_name,stage,prd_path,tech_solution_path,project_path,git_repo,deployment_url,prd_confirmation,tech_expectations,acceptance,last_update,engine,target,game_type,notes
P-20260519-023,future-little-leaders V72 PBL Project Learning System PBL项目制学习 (Direction A),,active,future-little-leaders,future-little-leaders,,,,,https://github.com/YeLuo45/future-little-leaders,,workspace-dev/proposals/future-little-leaders/PRD-V72-pbl-learning.md,,"git commit 13d3e402, push成功; PBL项目库 项目阶段管理 小组协作",2026-05-19,,,,提案
P-20260519-024,future-little-leaders V73 Critical Thinking Training System 思辨能力训练 (Direction A),,active,future-little-leaders,future-little-leaders,,,,,https://github.com/YeLuo45/future-little-leaders,,workspace-dev/proposals/future-little-leaders/PRD-V73-critical-thinking.md,,"git commit 3bca18dd, push成功; 逻辑谜题 辩论练习 决策训练",2026-05-19,,,,提案
P-20260519-025,future-little-leaders V74 Public Speaking System 演讲与口才系统 (Direction A),,active,future-little-leaders,future-little-leaders,,,,,https://github.com/YeLuo45/future-little-leaders,,workspace-dev/proposals/future-little-leaders/PRD-V74-public-speaking.md,,"git commit f27b48f3, push成功; 演讲模板 演讲练习 演讲挑战",2026-05-19,,,,提案
P-20260519-026,future-little-leaders V75 Leadership Challenge System 领导力挑战系统 (Direction A),,active,future-little-leaders,future-little-leaders,,,,,https://github.com/YeLuo45/future-little-leaders,,workspace-dev/proposals/future-little-leaders/PRD-V75-leadership-challenge.md,,"git commit 92b78f7b, push成功; 领导力任务 角色扮演 领导力数据",2026-05-19,,,,提案
P-20260519-027,future-little-leaders V76 Family Charter System 家庭宪章系统 (Direction A),,active,future-little-leaders,future-little-leaders,,,,,https://github.com/YeLuo45/future-little-leaders,,workspace-dev/proposals/future-little-leaders/PRD-V76-family-charter.md,,"git commit 5629f5ca, push成功; 家庭价值观 家规共创 家庭会议",2026-05-19,,,,提案
P-20260519-028,future-little-leaders V77 Growth Journal System 成长日记系统 (Direction A),,active,future-little-leaders,future-little-leaders,,,,,https://github.com/YeLuo45/future-little-leaders,,workspace-dev/proposals/future-little-leaders/PRD-V77-growth-journal.md,,"git commit 02ae2983, push成功; 每日反思 周记月记 成长相册 里程碑",2026-05-19,,,,提案
P-20260519-029,future-little-leaders V78 Peer Coaching System 同伴辅导系统 (Direction A),,active,future-little-leaders,future-little-leaders,,,,,https://github.com/YeLuo45/future-little-leaders,,workspace-dev/proposals/future-little-leaders/PRD-V78-peer-coaching.md,,"git commit caaf813e, push成功; 学习伙伴匹配 同伴答疑 互评反馈",2026-05-19,,,,提案
P-20260519-030,future-little-leaders V79 Achievement Badge System 成就徽章系统 (Direction A),,active,future-little-leaders,future-little-leaders,,,,,https://github.com/YeLuo45/future-little-leaders,,workspace-dev/proposals/future-little-leaders/PRD-V79-achievement-badge.md,,"git commit c88888b9, push成功; 徽章库 徽章收集 展示墙",2026-05-19,,,,提案
P-20260519-031,future-little-leaders V80 Daily Challenge System 每日挑战系统 (Direction A),,active,future-little-leaders,future-little-leaders,,,,,https://github.com/YeLuo45/future-little-leaders,,workspace-dev/proposals/future-little-leaders/PRD-V80-daily-challenge.md,,"git commit 8eb32ed7, push成功; 每日任务 挑战日历 连续奖励",2026-05-19,,,,提案
P-20260519-032,future-little-leaders V81 Habit Master System 习惯养成系统 (Direction A),,active,future-little-leaders,future-little-leaders,,,,,https://github.com/YeLuo45/future-little-leaders,,workspace-dev/proposals/future-little-leaders/PRD-V81-habit-master.md,,"git commit d20f4e26, push成功; 习惯追踪 21天挑战 习惯链",2026-05-19,,,,提案
P-20260519-033,future-little-leaders V82 Mood Journal System 情绪日记系统 (Direction A),,active,future-little-leaders,future-little-leaders,,,,,https://github.com/YeLuo45/future-little-leaders,,workspace-dev/proposals/future-little-leaders/PRD-V82-mood-journal.md,,"git commit 2a51b7b4, push成功; 情绪追踪 情绪分析 调节建议",2026-05-19,,,,提案
P-20260519-034,future-little-leaders V83 Study Room System 自习室系统 (Direction A),,active,future-little-leaders,future-little-leaders,,,,,https://github.com/YeLuo45/future-little-leaders,,workspace-dev/proposals/future-little-leaders/PRD-V83-study-room.md,,"git commit 921d3d38, push成功; 自习室 背景音乐 专注统计",2026-05-19,,,,提案
P-20260519-035,future-little-leaders V84 Knowledge Tree System 知识树系统 (Direction A),,active,future-little-leaders,future-little-leaders,,,,,https://github.com/YeLuo45/future-little-leaders,,workspace-dev/proposals/future-little-leaders/PRD-V84-knowledge-tree.md,,"git commit 8cf00947, push成功; 知识图谱 学习路径 树形可视化",2026-05-19,,,,提案
P-20260519-036,future-little-leaders V85 Reading Club System 读书会系统 (Direction A),,active,future-little-leaders,future-little-leaders,,,,,https://github.com/YeLuo45/future-little-leaders,,workspace-dev/proposals/future-little-leaders/PRD-V85-reading-club.md,,"git commit ac9408dc, push成功; 读书俱乐部 阅读打卡 书评分享",2026-05-19,,,,提案
P-20260519-037,future-little-leaders V86 Parent-Child Challenge System 亲子挑战系统 (Direction A),,active,future-little-leaders,future-little-leaders,,,,,https://github.com/YeLuo45/future-little-leaders,,workspace-dev/proposals/future-little-leaders/PRD-V86-parent-child-challenge.md,,"git commit 3d42cfcd, push成功; 亲子组队 协作任务 家庭竞赛",2026-05-19,,,,提案
P-20260519-038,future-little-leaders V87 Growth Report Card System 成长报告卡系统 (Direction A),,active,future-little-leaders,future-little-leaders,,,,,https://github.com/YeLuo45/future-little-leaders,,workspace-dev/proposals/future-little-leaders/PRD-V87-growth-report-card.md,,"git commit 2aa9d793, push成功; 综合素质报告 能力雷达图 家长寄语",2026-05-19,,,,提案
P-20260519-039,future-little-leaders V88 Character Quest System 品格修炼系统 (Direction A),,active,future-little-leaders,future-little-leaders,,,,,https://github.com/YeLuo45/future-little-leaders,,workspace-dev/proposals/future-little-leaders/PRD-V88-character-quest.md,,"git commit 1ab4424b, push成功; 品德修炼任务 品格等级 修炼日记",2026-05-19,,,,提案
P-20260519-040,future-little-leaders V89 Weekend Camp System 周末营系统 (Direction A),,active,future-little-leaders,future-little-leaders,,,,,https://github.com/YeLuo45/future-little-leaders,,workspace-dev/proposals/future-little-leaders/PRD-V89-weekend-camp.md,,"git commit a0ac3b54, push成功; 主题周末活动 户外探索 创意工坊",2026-05-19,,,,提案
P-20260519-041,future-little-leaders V90 Dream Journal System 梦想日记系统 (Direction A),,active,future-little-leaders,future-little-leaders,,,,,https://github.com/YeLuo45/future-little-leaders,,workspace-dev/proposals/future-little-leaders/PRD-V90-dream-journal.md,,"git commit 69718401, push成功; 梦想清单 愿景板 目标追踪",2026-05-19,,,,提案
P-20260519-042,future-little-leaders V91 Social Skills Dojo System 社交技能道场 (Direction A),,active,future-little-leaders,future-little-leaders,,,,,https://github.com/YeLuo45/future-little-leaders,,workspace-dev/proposals/future-little-leaders/PRD-V91-social-skills-dojo.md,,"git commit 2fc2be21, push成功; 社交情景模拟 对话练习 社交成就",2026-05-19,,,,提案
P-20260519-043,future-little-leaders V92 Creative Drama System 创意戏剧系统 (Direction A),,active,future-little-leaders,future-little-leaders,,,,,https://github.com/YeLuo45/future-little-leaders,,workspace-dev/proposals/future-little-leaders/PRD-V92-creative-drama.md,,"git commit d20f0d59, push成功; 角色扮演 情景表演 剧本创作",2026-05-19,,,,提案
P-20260519-044,future-little-leaders V93 Mindfulness Garden System 正念花园系统 (Direction A),,active,future-little-leaders,future-little-leaders,,,,,https://github.com/YeLuo45/future-little-leaders,,workspace-dev/proposals/future-little-leaders/PRD-V93-mindfulness-garden.md,,"git commit 86dd3995, push成功; 冥想练习 呼吸训练 正念游戏",2026-05-19,,,,提案
P-20260519-045,future-little-leaders V94 Science Museum System 科学博物馆系统 (Direction A),,active,future-little-leaders,future-little-leaders,,,,,https://github.com/YeLuo45/future-little-leaders,,workspace-dev/proposals/future-little-leaders/PRD-V94-science-museum.md,,"git commit 2d4962e7, push成功; 博物馆展厅 互动展品 科学收藏册",2026-05-19,,,,提案
P-20260519-046,future-little-leaders V95 World Culture Explorer System 世界文化探索系统 (Direction A),,active,future-little-leaders,future-little-leaders,,,,,https://github.com/YeLuo45/future-little-leaders,,workspace-dev/proposals/future-little-leaders/PRD-V95-world-culture-explorer.md,,"git commit cb260985, push成功; 环球文化之旅 风土人情 文化体验",2026-05-19,,,,提案
P-20260519-047,future-little-leaders V96 Digital Pet System 数字宠物系统 (Direction A),,active,future-little-leaders,future-little-leaders,,,,,https://github.com/YeLuo45/future-little-leaders,,workspace-dev/proposals/future-little-leaders/PRD-V96-digital-pet.md,,"git commit ce712ae3, push成功; 虚拟宠物养成 宠物技能 宠物竞赛",2026-05-19,,,,提案
P-20260519-048,future-little-leaders V97 Daily Ceremonies System 日常仪式系统 (Direction A),,active,future-little-leaders,future-little-leaders,,,,,https://github.com/YeLuo45/future-little-leaders,,workspace-dev/proposals/future-little-leaders/PRD-V97-daily-ceremonies.md,,"git commit d58ddddf, push成功; 晨间惯例 晚间惯例 特别日仪式",2026-05-19,,,,提案
P-20260519-049,future-little-leaders V98 Interest Discovery System 兴趣发现系统 (Direction A),,active,future-little-leaders,future-little-leaders,,,,,https://github.com/YeLuo45/future-little-leaders,,workspace-dev/proposals/future-little-leaders/PRD-V98-interest-discovery.md,,"git commit cdc3b073, push成功; 兴趣测评 推荐探索 兴趣追踪",2026-05-19,,,,提案
P-20260519-050,future-little-leaders V99 Growth Portfolio System 成长档案袋系统 (Direction A),,active,future-little-leaders,future-little-leaders,,,,,https://github.com/YeLuo45/future-little-leaders,,workspace-dev/proposals/future-little-leaders/PRD-V99-growth-portfolio.md,,"git commit 8af695c6, push成功; 综合素质档案 作品集 成长时间线",2026-05-19,,,,提案
P-20260519-051,future-little-leaders V100 Family Legacy System 家族传承系统 (Direction A),,active,future-little-leaders,future-little-leaders,,,,,https://github.com/YeLuo45/future-little-leaders,,workspace-dev/proposals/future-little-leaders/PRD-V100-family-legacy.md,,"git commit aa481aea, push成功; 家族历史 家族树 家训传承",2026-05-19,,,,提案
P-20260517-029,ai-creator-h5 多渠道分享 (Direction B),,active,ai-creator-h5,ai-creator-h5,,,,,https://github.com/YeLuo45/ai-creator-h5,,workspace-pm/proposals/P-20260517-029-prd.md,,Git commit ab247d1，push 成功,2026-05-17,,,,提案
P-20260517-030,ai-creator-h5 记忆系统 (Direction C),,active,ai-creator-h5,ai-creator-h5,,,,,https://github.com/YeLuo45/ai-creator-h5,,workspace-pm/proposals/P-20260517-030-prd.md,,Git commit 984f7e6，push 成功,2026-05-17,,,,提案
P-20260517-031,ai-creator-h5 PWA离线优先增强 (Direction D),,active,ai-creator-h5,ai-creator-h5,,,,,https://github.com/YeLuo45/ai-creator-h5,,workspace-pm/proposals/P-20260517-031-prd.md,,Git commit a1bc35b，push 成功,2026-05-17,,,,提案
P-20260517-032,ai-creator-h5 跨平台桌面端 (Direction E),,active,ai-creator-h5,ai-creator-h5,,,,,https://github.com/YeLuo45/ai-creator-h5,,workspace-pm/proposals/P-20260517-032-prd.md,,Git commit 39295b7，push 成功,2026-05-17,,,,提案
P-20260517-033,ai-creator-h5 端到端加密 (Direction F),,active,ai-creator-h5,ai-creator-h5,,,,,https://github.com/YeLuo45/ai-creator-h5,,workspace-pm/proposals/P-20260517-033-prd.md,,Git commit 7d7da2e，push 成功,2026-05-17,,,,提案
P-20260517-034,ai-creator-h5 创作质量评估 (Direction A),,active,ai-creator-h5,ai-creator-h5,,,,,https://github.com/YeLuo45/ai-creator-h5,,workspace-pm/proposals/P-20260517-034-prd.md,,Git commit 067933c，push 成功,2026-05-17,,,,提案
P-20260517-035,ai-creator-h5 AI角色专业化 (Direction B),,active,ai-creator-h5,ai-creator-h5,,,,,https://github.com/YeLuo45/ai-creator-h5,,workspace-pm/proposals/P-20260517-035-prd.md,,Git commit a8f4321，push 成功,2026-05-17,,,,提案
P-20260517-036,ai-creator-h5 实时协作 (Direction C),,active,ai-creator-h5,ai-creator-h5,,,,,https://github.com/YeLuo45/ai-creator-h5,,workspace-pm/proposals/P-20260517-036-prd.md,,Git commit 1eff031，push 成功,2026-05-17,,,,提案
P-20260517-037,ai-creator-h5 API开放平台 (Direction D),,active,ai-creator-h5,ai-creator-h5,,,,,https://github.com/YeLuo45/ai-creator-h5,,workspace-pm/proposals/P-20260517-037-prd.md,,Git commit e5fab2c，push 成功,2026-05-17,,,,提案
P-20260518-001,ai-creator-h5 AI创作工作流编排器 (Direction A iter3),,active,ai-creator-h5,ai-creator-h5,,,,,https://github.com/YeLuo45/ai-creator-h5,,workspace-pm/proposals/P-20260518-001-prd.md,,Git commit 478e240，push 成功,2026-05-18,,,,提案
P-20260518-002,ai-creator-h5 AI角色组合协作系统 V2 (Direction B iter2),,active,ai-creator-h5,ai-creator-h5,,,,,https://github.com/YeLuo45/ai-creator-h5,,workspace-pm/proposals/P-20260518-002-prd.md,,Git commit fdee205+7769028，push 成功,2026-05-18,,,,提案
P-20260518-003,ai-creator-h5 AI创作工作流编排器 v2 (Direction A iter4),,active,ai-creator-h5,ai-creator-h5,,,,,https://github.com/YeLuo45/ai-creator-h5,,workspace-pm/proposals/P-20260518-003-prd.md,,Git commit 7feeed3+069147d，push 成功,2026-05-18,,,,提案
P-20260518-004,ai-creator-h5 AI创作工作流编排器 v3 (Direction A iter5),,active,ai-creator-h5,ai-creator-h5,,,,,https://github.com/YeLuo45/ai-creator-h5,,workspace-pm/proposals/P-20260518-004-prd.md,,Git commit d8c04ce+ca19af4，push 成功,2026-05-18,,,,提案
P-20260518-005,ai-creator-h5 AI创作工作流编排器 v4 (Direction A iter6),,active,ai-creator-h5,ai-creator-h5,,,,,https://github.com/YeLuo45/ai-creator-h5,,workspace-pm/proposals/P-20260518-005-prd.md,,Git commit b44383e，push 成功,2026-05-18,,,,提案
P-20260518-006,ai-creator-h5 AI创作工作流编排器 v5 (Direction A iter7),,active,ai-creator-h5,ai-creator-h5,,,,,https://github.com/YeLuo45/ai-creator-h5,,workspace-pm/proposals/P-20260518-006-prd.md,,Git commit a304c9e，push 成功,2026-05-18,,,,提案
P-20260518-007,ai-creator-h5 AI创作工作流编排器 v6 (Direction A iter8),,active,ai-creator-h5,ai-creator-h5,,,,,https://github.com/YeLuo45/ai-creator-h5,,workspace-pm/proposals/P-20260518-007-prd.md,,Git commit 7f28787，push 成功,2026-05-18,,,,提案
P-20260518-008,ai-creator-h5 AI创作工作流编排器 v7 (Direction A iter9),,active,ai-creator-h5,ai-creator-h5,,,,,https://github.com/YeLuo45/ai-creator-h5,,workspace-pm/proposals/P-20260518-008-prd.md,,Git commit 02ecc5d，push 成功,2026-05-18,,,,提案
P-20260518-009,ai-creator-h5 AI创作工作流编排器 v8 (Direction A iter10),,active,ai-creator-h5,ai-creator-h5,,,,,https://github.com/YeLuo45/ai-creator-h5,,workspace-pm/proposals/P-20260518-009-prd.md,,Git commit d2f3693，push 成功,2026-05-18,,,,提案
P-20260518-010,ai-creator-h5 AI创作工作流编排器 v9 (Direction A iter11),,active,ai-creator-h5,ai-creator-h5,,,,,https://github.com/YeLuo45/ai-creator-h5,,workspace-pm/proposals/P-20260518-010-prd.md,,Git commit 577c10e，push 成功,2026-05-18,,,,提案
P-20260518-011,ai-creator-h5 AI创作工作流编排器 v10 (Direction A iter12),,active,ai-creator-h5,ai-creator-h5,,,,,https://github.com/YeLuo45/ai-creator-h5,,workspace-pm/proposals/P-20260518-011-prd.md,,Git commit 548f61d，push 成功,2026-05-18,,,,提案
P-20260518-012,ai-creator-h5 AI创作工作流编排器 v11 (Direction A iter13),,active,ai-creator-h5,ai-creator-h5,,,,,https://github.com/YeLuo45/ai-creator-h5,,workspace-pm/proposals/P-20260518-012-prd.md,,Git commit 602809a，push 成功,2026-05-18,,,,提案
P-20260518-013,ai-creator-h5 AI创作工作流编排器 v12 (Direction A iter14),,active,ai-creator-h5,ai-creator-h5,,,,,https://github.com/YeLuo45/ai-creator-h5,,workspace-dev/proposals/prd-ai-creator-h5-v12.md,,Git commit b8ef099，push 成功,2026-05-18,,,,提案
P-20260518-014,ai-creator-h5 AI创作工作流编排器 v13 (Direction A iter15),,active,ai-creator-h5,ai-creator-h5,,,,,https://github.com/YeLuo45/ai-creator-h5,,workspace-dev/proposals/prd-ai-creator-h5-v13.md,,Git commit 8edd0fc，push 成功,2026-05-18,,,,提案
P-20260518-015,ai-creator-h5 AI创作工作流编排器 v14 (Direction A iter16),,active,ai-creator-h5,ai-creator-h5,,,,,https://github.com/YeLuo45/ai-creator-h5,,workspace-dev/proposals/prd-ai-creator-h5-v14.md,,Git commit 67011d1，push 成功,2026-05-18,,,,提案
P-20260518-016,ai-creator-h5 AI创作工作流编排器 v15 (Direction A iter17),,active,ai-creator-h5,ai-creator-h5,,,,,https://github.com/YeLuo45/ai-creator-h5,,workspace-dev/proposals/prd-ai-creator-h5-v15.md,,Git commit 8addc89，push 成功,2026-05-18,,,,提案
P-20260518-017,ai-creator-h5 AI创作工作流编排器 v16 (Direction A iter18),,active,ai-creator-h5,ai-creator-h5,,,,,https://github.com/YeLuo45/ai-creator-h5,,workspace-dev/proposals/prd-ai-creator-h5-v16.md,,Git commit a7c091f，push 成功,2026-05-18,,,,提案
P-20260518-018,ai-creator-h5 AI创作工作流编排器 v17 (Direction A iter19),,active,ai-creator-h5,ai-creator-h5,,,,,https://github.com/YeLuo45/ai-creator-h5,,workspace-dev/proposals/prd-ai-creator-h5-v17.md,,Git commit b9c6b57，push 成功,2026-05-18,,,,提案
P-20260518-019,ai-creator-h5 AI创作工作流编排器 v18 (Direction A iter20),,active,ai-creator-h5,ai-creator-h5,,,,,https://github.com/YeLuo45/ai-creator-h5,,workspace-dev/proposals/prd-ai-creator-h5-v18.md,,Git commit 4c7af81，push 成功,2026-05-18,,,,提案
P-20260518-020,ai-creator-h5 AI创作工作流编排器 v19 (Direction A iter21),,active,ai-creator-h5,ai-creator-h5,,,,,https://github.com/YeLuo45/ai-creator-h5,,workspace-dev/proposals/prd-ai-creator-h5-v19.md,,Git commit d2cff90，push 成功,2026-05-18,,,,提案
P-20260518-021,ai-creator-h5 AI创作工作流编排器 v20 (Direction A iter22),,active,ai-creator-h5,ai-creator-h5,,,,,https://github.com/YeLuo45/ai-creator-h5,,workspace-dev/proposals/prd-ai-creator-h5-v20.md,,Git commit 31c5286，push 成功,2026-05-18,,,,提案
P-20260518-022,ai-creator-h5 AI创作工作流编排器 v21 (Direction A iter23),,active,ai-creator-h5,ai-creator-h5,,,,,https://github.com/YeLuo45/ai-creator-h5,,workspace-dev/proposals/prd-ai-creator-h5-v21.md,,Git commit 728aeea，push 成功,2026-05-18,,,,提案
P-20260518-023,ai-creator-h5 AI创作工作流编排器 v22 (Direction A iter24),,active,ai-creator-h5,ai-creator-h5,,,,,https://github.com/YeLuo45/ai-creator-h5,,workspace-dev/proposals/prd-ai-creator-h5-v22.md,,Git commit 8fb1c2b，push 成功,2026-05-18,,,,提案
P-20260518-024,ai-creator-h5 AI创作工作流编排器 v23 (Direction A iter25),,active,ai-creator-h5,ai-creator-h5,,,,,https://github.com/YeLuo45/ai-creator-h5,,workspace-dev/proposals/prd-ai-creator-h5-v23.md,,Git commit d1900a9,2026-05-18,,,,提案
P-20260518-025,ai-creator-h5 AI创作工作流编排器 v24 (Direction A iter26),,active,ai-creator-h5,ai-creator-h5,,,,,https://github.com/YeLuo45/ai-creator-h5,,workspace-dev/proposals/prd-ai-creator-h5-v24.md,,Git commit 23030e0，push 成功,2026-05-18,,,,提案
P-20260518-026,ai-creator-h5 AI创作工作流编排器 v25 (Direction A iter27),,active,ai-creator-h5,ai-creator-h5,,,,,https://github.com/YeLuo45/ai-creator-h5,,workspace-dev/proposals/prd-ai-creator-h5-v25.md,,Git commit 27b434a，push 成功,2026-05-18,,,,提案
P-20260518-027,ai-creator-h5 AI创作工作流编排器 v26 (Direction A iter28),,active,ai-creator-h5,ai-creator-h5,,,,,https://github.com/YeLuo45/ai-creator-h5,,workspace-dev/proposals/prd-ai-creator-h5-v26.md,,Git commit 031aa5e，push 成功,2026-05-18,,,,提案
P-20260519-002,ai-creator-h5 AI创作工作流编排器 v27 (Direction A iter29),,active,ai-creator-h5,ai-creator-h5,,,,,https://github.com/YeLuo45/ai-creator-h5,,workspace-dev/proposals/prd-ai-creator-h5-v27.md,,Git commit ab61051，push 成功,2026-05-19,,,,提案
P-20260519-003,ai-creator-h5 AI创作工作流编排器 v28 (Direction A iter30),,active,ai-creator-h5,ai-creator-h5,,,,,https://github.com/YeLuo45/ai-creator-h5,,workspace-dev/proposals/prd-ai-creator-h5-v28.md,,Git commit bb9622d，push 成功,2026-05-19,,,,提案
P-20260519-005,ai-creator-h5 AI创作工作流编排器 v29 (Direction A iter31),,active,ai-creator-h5,ai-creator-h5,,,,,https://github.com/YeLuo45/ai-creator-h5,,workspace-dev/proposals/prd-ai-creator-h5-v29.md,,Git commit e0b4a94，push 成功,2026-05-19,,,,提案
P-20260519-007,ai-creator-h5 AI创作工作流编排器 v30 (Direction A iter32),,active,ai-creator-h5,ai-creator-h5,,,,,https://github.com/YeLuo45/ai-creator-h5,,workspace-dev/proposals/prd-ai-creator-h5-v30.md,,Git commit 04fce8a，push 成功,2026-05-19,,,,提案
P-20260519-008,ai-creator-h5 AI创作工作流编排器 v31 (Direction A iter33),,active,ai-creator-h5,ai-creator-h5,,,,,https://github.com/YeLuo45/ai-creator-h5,,workspace-dev/proposals/prd-ai-creator-h5-v31.md,,Git commit 927215f，push 成功,2026-05-19,,,,提案
P-20260519-009,ai-creator-h5 AI创作工作流编排器 v32 (Direction A iter34),,active,ai-creator-h5,ai-creator-h5,,,,,https://github.com/YeLuo45/ai-creator-h5,,workspace-dev/proposals/prd-ai-creator-h5-v32.md,,Git commit 60bf7cb，push 成功,2026-05-19,,,,提案
P-20260518-001,nanobot-inspired AsyncMessageBus + Channel Adapter,,accepted,hermes-agent-collab,hermes-agent-collab,,,,,https://github.com/YeLuo45/hermes-agent-collab,,workspace-dev/proposals/hermes-agent-collab/docs/P-20260518-001-prd.md,,,2026-05-18,,,,提案
P-20260518-002,hermes-agent-collab chatdev-inspired Agent Role System + Phase-Gated Pipeline (Direction A),,active,hermes-agent-collab,hermes-agent-collab,,,,,https://github.com/YeLuo45/hermes-agent-collab,,docs/P-20260518-002-prd.md,,,2026-05-18,,,,提案
P-20260518-003,hermes-agent-collab thunderbolt-inspired SQLite WAL Backend + Dual-Storage Factory (Direction B),,active,hermes-agent-collab,hermes-agent-collab,,,,,https://github.com/YeLuo45/hermes-agent-collab,,docs/P-20260518-003-prd.md,,,2026-05-18,,,,提案
P-20260518-004,hermes-agent-collab deepcode-inspired TaskRouter + Complexity-Gated Decomposition (Direction C),,active,hermes-agent-collab,hermes-agent-collab,,,,,https://github.com/YeLuo45/hermes-agent-collab,,docs/P-20260518-004-prd.md,,,2026-05-18,,,,提案
P-20260518-005,hermes-agent-collab ruflo-inspired Hook/Plugin Architecture + Built-in Metrics Plugins (Direction D),,active,hermes-agent-collab,hermes-agent-collab,,,,,https://github.com/YeLuo45/hermes-agent-collab,,docs/P-20260518-005-prd.md,,,2026-05-18,,,,提案
P-20260518-006,hermes-agent-collab generic-agent Multi-Agent Collaboration Protocol (Direction E),,active,hermes-agent-collab,hermes-agent-collab,,,,,https://github.com/YeLuo45/hermes-agent-collab,,docs/P-20260518-006-prd.md,,,2026-05-18,,,,提案
P-20260518-007,hermes-agent-collab REST API + SSE Real-time Events Layer (Direction F),,active,hermes-agent-collab,hermes-agent-collab,,,,,https://github.com/YeLuo45/hermes-agent-collab,,docs/P-20260518-007-prd.md,,,2026-05-18,,,,提案
P-20260518-008,hermes-agent-collab API Key Auth + Real-time Web Dashboard (Direction G),,active,hermes-agent-collab,hermes-agent-collab,,,,,https://github.com/YeLuo45/hermes-agent-collab,,docs/P-20260518-008-prd.md,,,2026-05-18,,,,提案
P-20260518-009,hermes-agent-collab Python SDK + CLI Tool (Direction H),,active,hermes-agent-collab,hermes-agent-collab,,,,,https://github.com/YeLuo45/hermes-agent-collab,,docs/P-20260518-009-prd.md,,,2026-05-18,,,,提案
P-20260518-016,preschool-puzzle 挑战面板 UI V10 (Direction A - A5),,active,hermes-agent-collab,hermes-agent-collab,,,,,https://github.com/YeLuo45/hermes-agent-collab,,workspace-pm/proposals/P-20260518-016-prd.md,,accepted,2026-05-18,,,,提案
P-20260518-029,hermes-agent-collab PostgreSQL Storage Backend (Direction I),,active,hermes-agent-collab,hermes-agent-collab,,,,,https://github.com/YeLuo45/hermes-agent-collab,,docs/P-20260518-010-prd.md,,,2026-05-18,,,,提案
P-20260518-030,hermes-agent-collab Prometheus Metrics + MetricsPlugin (Direction J),,active,hermes-agent-collab,hermes-agent-collab,,,,,https://github.com/YeLuo45/hermes-agent-collab,,docs/P-20260518-011-prd.md,,,2026-05-18,,,,提案
P-20260518-031,hermes-agent-collab Docker Compose Deployment (Direction K),,active,hermes-agent-collab,hermes-agent-collab,,,,,https://github.com/YeLuo45/hermes-agent-collab,,docs/P-20260518-012-prd.md,,,2026-05-18,,,,提案
P-20260518-032,hermes-agent-collab Redis Channel Adapter (Direction L),,active,hermes-agent-collab,hermes-agent-collab,,,,,https://github.com/YeLuo45/hermes-agent-collab,,docs/P-20260518-013-prd.md,,,2026-05-18,,,,提案
P-20260518-033,hermes-agent-collab API Rate Limiting + 流量控制 (Direction M),,active,hermes-agent-collab,hermes-agent-collab,,,,,https://github.com/YeLuo45/hermes-agent-collab,,docs/P-20260518-014-prd.md,,,2026-05-18,,,,提案
P-20260518-034,hermes-agent-collab Priority Scheduler + 抢占式执行 (Direction N),,active,hermes-agent-collab,hermes-agent-collab,,,,,https://github.com/YeLuo45/hermes-agent-collab,,docs/P-20260518-015-prd.md,,,2026-05-18,,,,提案
P-20260518-035,hermes-agent-collab 分布式 Tracing（OpenTelemetry）(Direction P),,active,hermes-agent-collab,hermes-agent-collab,,,,,https://github.com/YeLuo45/hermes-agent-collab,,docs/P-20260518-016-prd.md,,,2026-05-18,,,,提案
P-20260518-036,hermes-agent-collab 配置热更新（Direction R）,,active,hermes-agent-collab,hermes-agent-collab,,,,,https://github.com/YeLuo45/hermes-agent-collab,,docs/P-20260518-017-prd.md,,,2026-05-18,,,,提案
P-20260518-038,hermes-agent-collab 任务结果缓存层（Direction S）,,active,hermes-agent-collab,hermes-agent-collab,,,,,https://github.com/YeLuo45/hermes-agent-collab,,docs/P-20260518-018-prd.md,,,2026-05-18,,,,提案
P-20260518-041,hermes-agent-collab Webhook 事件订阅系统（Direction T）,,active,hermes-agent-collab,hermes-agent-collab,,,,,https://github.com/YeLuo45/hermes-agent-collab,,docs/P-20260518-019-prd.md,,,2026-05-18,,,,提案
P-20260518-042,hermes-agent-collab 任务依赖图可视化 API（Direction X）,,active,hermes-agent-collab,hermes-agent-collab,,,,,https://github.com/YeLuo45/hermes-agent-collab,,docs/P-20260518-042-prd.md,,,2026-05-18,,,,提案
P-20260518-043,hermes-agent-collab 敏感数据脱敏（Direction Z）,,active,hermes-agent-collab,hermes-agent-collab,,,,,https://github.com/YeLuo45/hermes-agent-collab,,docs/P-20260518-043-prd.md,,,2026-05-18,,,,提案
P-20260518-044,hermes-agent-collab 多租户隔离（Direction AA）,,active,hermes-agent-collab,hermes-agent-collab,,,,,https://github.com/YeLuo45/hermes-agent-collab,,docs/P-20260518-044-prd.md,,,2026-05-18,,,,提案
P-20260518-045,hermes-agent-collab gRPC 接口（Direction AB）,,active,hermes-agent-collab,hermes-agent-collab,,,,,https://github.com/YeLuo45/hermes-agent-collab,,docs/P-20260518-045-prd.md,,,2026-05-18,,,,提案
P-20260518-046,hermes-agent-collab 配置验证 Schema（Direction AC）,,active,hermes-agent-collab,hermes-agent-collab,,,,,https://github.com/YeLuo45/hermes-agent-collab,,docs/P-20260518-046-prd.md,,,2026-05-18,,,,提案
